DOI,published.date-parts,is-referenced-by-count,title
10.21105/joss.01835,2020-06-09,2,RepnDecomp: A GAP package for decomposing linear representations of finite groups
10.21105/joss.03066,2021-05-07,2,PyPortfolioOpt: portfolio optimization in Python
10.21105/joss.00513,2017-12-21,2,Critical care data processing tools
10.21105/joss.02791,2021-02-07,2,s4rdm3x: A Tool Suite to Explore Code to Architecture Mapping Techniques
10.21105/joss.00247,2017-05-26,2,lattice_mc: A Python Lattice-Gas Monte Carlo Module
10.21105/joss.00588,2018-03-18,2,pynucastro: an interface to nuclear reaction rates and code generator for reaction network equations
10.21105/joss.00690,2018-04-21,2,qualtRics: retrieve survey data using the Qualtrics API
10.21105/joss.01228,2019-02-28,2,Bedparse: feature extraction from BED files
10.21105/joss.01576,2019-07-30,2,MemCNN: A Python/PyTorch package for creating memory-efficient invertible neural networks
10.21105/joss.01279,2019-05-31,2,tsfeaturex: An R Package for Automating Time Series Feature Extraction
10.21105/joss.02562,2021-01-19,2,"biorbd: A C++, Python and MATLAB library to analyze and simulate the human body biomechanics"
10.21105/jose.00019,2018-07-16,2,pylj: A teaching tool for classical atomistic simulation
10.21105/joss.01661,2019-09-25,2,virtualNicheR: generating virtual fundamental and realised niches for use in virtual ecology experiments
10.21105/joss.00904,2018-10-10,2,Nashpy: A Python library for the computation of Nash equilibria
10.21105/joss.01990,2020-02-03,2,NCBImeta: efficient and comprehensive metadata retrieval from NCBI databases
10.21105/joss.02866,2021-01-26,2,3dfier: automatic reconstruction of 3D city models
10.21105/jose.00049,2019-06-06,2,"A graduate student-led participatory live-coding quantitative methods course in R: Experiences on initiating, developing, and teaching"
10.21105/joss.01610,2019-08-20,2,AltamISA: a Python API for ISA-Tab files
10.21105/joss.00044,2016-12-14,2,Elektra: universal framework to access configuration parameters
10.21105/joss.01393,2019-06-11,2,stingray: A modern Python library for spectral timing
10.21105/joss.02664,2020-10-17,2,DARE Platform: a Developer-Friendly and Self-Optimising Workflows-as-a-Service Framework for e-Science on the Cloud
10.21105/joss.02259,2020-07-09,2,BluVision Macro - a software for automated powdery mildew and rust disease quantification on detached leaves.
10.21105/joss.00267,2017-08-02,2,"Helper for Bézier Curves, Triangles, and Higher Order Objects"
10.21105/joss.00142,2017-01-28,2,shmlast: An improved implementation of Conditional Reciprocal Best Hits with LAST and Python
10.21105/joss.01340,2019-04-02,2,mpi4py-fft: Parallel Fast Fourier Transforms with MPI for Python
10.21105/joss.00657,2018-04-19,2,autoplotly: An R package for automatic generation of interactive visualizations for statistical results
10.21105/joss.00497,2018-01-19,2,Visualizing genome synteny with xmatchview
10.21105/joss.01008,2018-11-04,2,Visualizing alpha-helical peptides in R with helixvis
10.21105/joss.00985,2018-10-03,2,perfectns: perfect dynamic and standard nested sampling for spherically symmetric likelihoods and priors
10.21105/joss.00785,2019-05-29,2,shinyssd v1.0: Species Sensitivity Distributions for Ecotoxicological Risk Assessment
10.21105/joss.02007,2020-02-21,2,EspressoDB: A scientific database for managing high-performance computing workflows
10.21105/joss.00165,2018-02-23,2,ODES: a high level interface to ODE and DAE solvers
10.21105/joss.00898,2019-03-06,2,AtomNeb: IDL Library for Atomic Data of Ionized Nebulae
10.21105/joss.02377,2020-09-04,2,Automated Sleep Stage Scoring Using k-Nearest Neighbors Classifier
10.21105/joss.01053,2019-05-08,2,Eniric: Extended NIR Information Content
10.21105/joss.01256,2019-09-08,2,"TextWiller: Collection of functions for text mining, specially devoted to the Italian language"
10.21105/joss.02289,2020-06-17,2,Easy SimAuto (ESA): A Python Package that Simplifies Interacting with PowerWorld Simulator
10.21105/joss.02706,2020-12-04,2,c212: An R Package for the Detection of Safety Signals in Clinical Trials Using Body-Systems (System Organ Classes)
10.21105/joss.01351,2019-06-24,2,treex: a Python package for manipulating rooted trees
10.21105/joss.03000,2021-04-06,2,PyFstat: a Python package for continuous gravitational-wave data analysis
10.21105/joss.01119,2019-06-17,2,QComms QKD Software Toolkit
10.21105/joss.02462,2020-07-28,2,Grama: A Grammar of Model Analysis
10.21105/joss.00075,2016-09-20,2,ezknitr: Avoid the Typical Working Directory Pain When Using 'knitr'
10.21105/joss.00172,2017-02-04,2,nse: Computation of Numerical Standard Errors in R
10.21105/joss.00584,2018-03-12,2,The vtreat R package: a statistically sound data processor for predictive modeling
10.21105/joss.00633,2018-03-16,2,ijtiff: An R package providing TIFF I/O for ImageJ users
10.21105/joss.01065,2019-03-20,2,morphMan: Automated manipulation of vascular geometries
10.21105/joss.01115,2018-12-17,2,Hickle: A HDF5-based python pickle replacement
10.21105/joss.00981,2018-12-02,2,Opycleid: A Python package for transformational music theory
10.21105/joss.01087,2019-06-12,2,ReinforcementLearning: A Package to Perform Model-Free Reinforcement Learning in R
10.21105/joss.01331,2019-06-10,2,MPIFiles.jl: A Julia Package for Magnetic Particle Imaging Files
10.21105/joss.01072,2018-11-30,2,"Ising\_OPV v4.0: Experimental Tomography Data Import, Interpretation, and Analysis"
10.21105/joss.00289,2017-08-11,2,Launcher: A simple tool for executing high throughput computing workloads
10.21105/astro.1904.05348,2019-09-23,2,The search for statistical anisotropy in the gravitational-wave background with pulsar timing arrays
10.21105/joss.01451,2019-06-30,2,PVGeo: an open-source Python package for geoscientific visualization in VTK and ParaView
10.21105/joss.01763,2019-10-09,2,Ryacas: A computer algebra system in R
10.21105/joss.00814,2018-08-10,2,sigmajs: An R htmlwidget interface to the sigma.js visualization library
10.21105/joss.02916,2020-12-18,2,coder: An R package for code-based item classification and categorization
10.21105/joss.01239,2019-03-27,2,Ocellaris: a DG FEM solver for free-surface flows
10.21105/joss.00955,2018-11-07,2,alv: a console-based viewer for molecular sequence alignments
10.21105/joss.03201,2021-07-10,2,microViz: an R package for microbiome data visualization and statistics
10.21105/joss.02028,2020-01-22,2,"refsplitr: Author name disambiguation, author georeferencing, and mapping of coauthorship networks with Web of Science data"
10.21105/joss.00331,2017-09-20,2,Pyrgg: Python Random Graph Generator
10.21105/joss.00855,2018-12-02,2,pfla: A Python Package for Dental Facial Analysis using Computer Vision and Statistical Shape Analysis
10.21105/joss.02879,2021-03-19,2,Bempp-cl: A fast Python based just-in-time compiling boundary element library.
10.21105/joss.01818,2019-12-02,2,Telewavesim: Python software for teleseismic body wave modeling
10.21105/joss.01286,2019-04-03,2,iced: fast and memory efficient normalization of contact maps
10.21105/joss.01629,2019-08-27,2,"G3F: Global, Multidimensional Spectral Regression Analysis"
10.21105/joss.02801,2020-11-16,2,aiapy: A Python Package for Analyzing Solar EUV Image Data from AIA
10.21105/joss.01042,2019-01-01,2,STEDY: Software for TEnsegrity DYnamics
10.21105/joss.00897,2018-10-09,2,mrivis: Medical image visualization library for neuroscience in python
10.21105/joss.02526,2020-09-26,2,hal9001: Scalable highly adaptive lasso regression in R
10.21105/joss.01173,2019-08-15,2,NodeLab: A MATLAB package for meshfree node-generation and adaptive refinement
10.21105/joss.02447,2020-10-07,2,txshift: Efficient estimation of the causal effects of stochastic interventions in R
10.21105/joss.00803,2018-08-04,2,"ukpopulation: unified national and subnational population estimates and projections, including variants"
10.21105/joss.00607,2018-04-25,2,eixport: An R package to export emissions to atmospheric models
10.21105/joss.00454,2017-11-13,2,Generating CodeMeta Metadata for R Packages
10.21105/joss.00111,2016-12-14,2,SurvivalVolume: interactive volume threshold survival graphs
10.21105/joss.00080,2016-10-06,2,GFF3toEMBL: Preparing annotated assemblies for submission to EMBL
10.21105/astro.1602.02113,2016-06-29,2,w=−1 as an Attractor
10.21105/joss.00480,2018-02-14,2,Phonetic Algorithms in R
10.21105/joss.00542,2018-01-30,2,IDESolver: a general purpose integro-differential equation solver
10.21105/joss.00845,2018-10-27,2,PyNomaly: Anomaly detection using Local Outlier Probabilities (LoOP).
10.21105/joss.02172,2020-06-25,2,DetecTree: Tree detection from aerial imagery in Python
10.21105/joss.01385,2019-07-02,2,RAFF.jl: Robust Algebraic Fitting Function in Julia
10.21105/joss.02030,2020-02-06,2,FGTpartitioner: A rapid method for parsimonious delimitation of ancestry breakpoints in large genome-wide SNP datasets
10.21105/joss.00791,2019-08-19,2,stacomiR : a common tool for monitoring fish migration
10.21105/joss.02214,2020-06-05,2,uravu: Making Bayesian modelling easy(er)
10.21105/joss.01631,2019-10-23,2,openEyeTrack - A high speed multi-threaded eye tracker for head-fixed applications
10.21105/joss.02011,2020-01-26,2,CaPS: Casimir Effect in the Plane-Sphere Geometry
10.21105/astro.2003.05757,2020-06-23,2,A Bayesian Approach to the Vertical Structure of the Disk of the Milky Way
10.21105/joss.01918,2020-04-15,2,PyCHAM: CHemistry with Aerosol Microphysics in Python
10.21105/joss.00566,2018-08-05,2,PolaronMobility.jl: Implementation of the Feynman variational polaron model
10.21105/joss.00362,2017-12-07,2,dms2dfe: Comprehensive Workflow for Analysis of Deep Mutational Scanning Data
10.21105/joss.02072,2020-03-31,2,PyEscape: A narrow escape problem simulator package for Python
10.21105/joss.03525,2021-09-10,2,SIMSOPT: A flexible framework for stellarator optimization
10.21105/joss.03290,2021-07-05,2,covidregionaldata: Subnational data for COVID-19 epidemiology
10.21105/joss.01940,2019-12-24,2,"whampy: Python Package to Interact with, Visualize, and Analyze the Wisconsin H-Alpha Mapper - Sky Survey"
10.21105/joss.00242,2017-06-07,1,SHGYield
10.21105/joss.00029,2016-06-19,1,Git-RDM: A research data management plugin for the Git version control system
10.21105/joss.01007,2018-12-11,1,idpflex: Analysis of Intrinsically Disordered Proteins by Comparing Simulations to Small Angle Scattering Experiments
10.21105/joss.02013,2020-02-10,1,thresholdmodeling: A Python package for modeling excesses over a threshold using the Peak-Over-Threshold Method and the Generalized Pareto Distribution
10.21105/joss.01970,2020-01-23,1,MOAFS: A Massive Online Analysis library for feature selection in data streams
10.21105/joss.00865,2018-12-12,1,The Glasgow Fortran Source-to-Source Compiler
10.21105/joss.00102,2017-05-02,1,acronym: An Automatic Reduction Pipeline for Astronomical Images
10.21105/joss.02629,2020-11-25,1,EMBERS: Experimental Measurement of BEam Responses with Satellites
10.21105/joss.02621,2020-10-27,1,biopeaks: a graphical user interface for feature extraction from heart- and breathing biosignals
10.21105/joss.02449,2020-08-21,1,Sit2StandPy: An Open-Source Python Package for Detecting and Quantifying Sit-to-Stand Transitions Using an Accelerometer on the Lower Back
10.21105/joss.02536,2020-09-20,1,PyGRB: A pure Python gamma-ray burst analysis package.
10.21105/joss.02798,2020-11-24,1,"pyEQUIB Python Package, an addendum to proEQUIB: IDL Library for Plasma Diagnostics and Abundance Analysis"
10.21105/joss.02425,2020-09-01,1,argopy: A Python library for Argo ocean data analysis
10.21105/joss.02830,2020-12-15,1,(py)oscode: fast solutions of oscillatory ODEs
10.21105/joss.03040,2021-04-10,1,LibSWIFFT - A fast C/C++ Library for the SWIFFT Secure Homomorphic Hash Function
10.21105/joss.02014,2020-05-12,1,Recan: Python tool for analysis of recombination events in viral genomes
10.21105/joss.00382,2017-09-11,1,Python class defining a machine learning dataset ensuring key-based correspondence and maintaining integrity
10.21105/joss.00400,2017-10-31,1,ResumableFunctions: C# sharp style generators for Julia.
10.21105/joss.00033,2016-07-28,1,RSMTool: collection of tools building and evaluating automated scoring models
10.21105/joss.00017,2016-05-11,1,Application Skeleton: Generating Synthetic Applications for Infrastructure Research
10.21105/joss.00170,2017-02-04,1,KraljicMatrix: An R package for implementing the Kraljic Matrix to strategically analyze a firm’s purchasing portfolio
10.21105/joss.01036,2018-10-23,1,dml: Distance Metric Learning in R
10.21105/joss.00992,2018-10-09,1,PyGeoPressure: Geopressure Prediction in Python
10.21105/joss.01231,2019-03-20,1,QMix: A Python package for simulating the quasiparticle tunneling currents in SIS junctions
10.21105/joss.01281,2019-02-27,1,tacmagic: Positron emission tomography analysis in R
10.21105/joss.01483,2019-05-31,1,citesdb: An R package to support analysis of CITES Trade Database shipment-level data
10.21105/joss.01330,2019-06-03,1,Python Sorted Containers
10.21105/joss.01444,2019-06-27,1,modelDown: automated website generator with interpretable documentation for predictive machine learning models
10.21105/joss.02181,2020-07-16,1,ldaPrototype: A method in R to get a Prototype of multiple Latent Dirichlet Allocations
10.21105/joss.02891,2021-02-24,1,Learning Simulator: A simulation software for animal and human learning
10.21105/joss.02614,2020-10-19,1,Ripserer.jl: flexible and efficient persistent homology computation in Julia
10.21105/joss.01994,2020-02-04,1,ReferenceSeeker: rapid determination of appropriate reference genomes
10.21105/joss.03172,2021-08-27,1,Semi-Automatic Classification Plugin: A Python tool for the download and processing of remote sensing images in QGIS
10.21105/joss.02439,2020-07-30,1,htmldate: A Python package to extract publication dates from web pages
10.21105/joss.02969,2021-04-16,1,Visualization of Multi-Dimensional Data -- The data-slicer Package
10.21105/jose.00075,2020-04-04,1,EduCortex: browser-based 3D brain visualization of fMRI meta-analysis maps
10.21105/joss.01326,2020-01-07,1,Phobos: A tool for creating complex robot models
10.21105/joss.03089,2021-03-17,1,IFermi: A python library for Fermi surface generation and analysis
10.21105/joss.02957,2021-03-02,1,nf-gwas-pipeline: A Nextflow Genome-Wide Association Study Pipeline
10.21105/joss.01978,2020-04-21,1,Museo ToolBox: A Python library for remote sensing including a new way to handle rasters.
10.21105/joss.03257,2021-07-17,1,popsynth: A generic astrophysical population synthesis framework
10.21105/joss.02809,2021-03-31,1,dymos: A Python package for optimal control of multidisciplinary systems
10.21105/joss.03122,2021-05-18,1,FielDHub: A Shiny App for Design of Experiments in Life Sciences
10.21105/joss.03094,2021-06-09,1,WhaleMap: a tool to collate and display whale survey results in near real-time
10.21105/joss.02845,2021-06-30,1,"AltaiPony - Flare science in Kepler, K2 and TESS light curves"
10.21105/joss.01532,2019-08-23,1,KinESim: Pre-equilibrium kinetic simulation of electrochemical reactions
10.21105/joss.02594,2020-10-15,1,textnets: A Python package for text analysis with networks
10.21105/joss.02077,2020-05-28,1,"The pdb2sql Python Package: Parsing, Manipulation and Analysis of PDB Files Using SQL Queries"
10.21105/joss.01865,2020-06-08,1,bifacial_radiance: a python package for modeling bifacial solar photovoltaic systems
10.21105/joss.02316,2020-08-23,1,"dantro: a Python package for handling, transforming, and visualizing hierarchically structured data"
10.21105/joss.01716,2020-03-07,1,"Pakman: a modular, efficient and portable tool for approximate Bayesian inference"
10.21105/joss.01621,2019-08-20,1,rtdpy: A python package for residence time distributions
10.21105/joss.00053,2016-12-14,1,CAZy-parser a way to extract information from the Carbohydrate-Active enZYmes Database
10.21105/joss.02854,2021-02-04,1,deeplenstronomy: A dataset simulation package for strong gravitational lensing
10.21105/joss.01833,2020-06-08,1,"archetypal: A Python package for collecting, simulating, converting and analyzing building archetypes"
10.21105/joss.02164,2020-04-24,1,BayesMFSurv: An R Package to Estimate Bayesian Split-Population Survival Models With (and Without) Misclassified Failure Events
10.21105/joss.02838,2021-07-20,1,J2suscep: Calculation of magnetic exchange coupling and temperature dependence of magnetic susceptibility
10.21105/joss.02949,2021-05-23,1,NiaAML: AutoML framework based on stochastic population-based nature-inspired algorithms
10.21105/joss.00616,2018-04-10,1,microPIECE - microRNA pipeline enhanced by CLIP experiments
10.21105/joss.00859,2018-07-28,1,nomisr: Access Nomis UK Labour Market Data
10.21105/joss.00890,2018-08-24,1,cottoncandy: scientific python package for easy cloud storage
10.21105/joss.01584,2020-11-15,1,SODAR Core: a Django-based framework for scientific data management and analysis web apps
10.21105/joss.00612,2018-04-17,1,Temporalis: an open source software for dynamic LCA
10.21105/joss.00368,2017-09-06,1,ComPlot: Comparison Plotter to visually evaluate ocean model simulations
10.21105/joss.00366,2017-08-27,1,Django Remote Submission
10.21105/joss.01147,2019-04-23,1,CEGO: C++11 Evolutionary Global Optimization
10.21105/joss.01287,2019-03-26,1,ChiRP: Chinese Restaurant Process Mixtures for Regression and Clustering
10.21105/joss.00719,2018-06-01,1,fib-tf: A TensorFlow-based Cardiac Electrophysiology Simulator
10.21105/joss.01926,2019-12-02,1,OpenTripPlanner for R
10.21105/joss.01577,2019-07-31,1,SG-t-SNE-Π: Swift Neighbor Embedding of Sparse Stochastic Graphs
10.21105/joss.01699,2019-10-24,1,Rescal-snow: Simulating snow dunes with cellular automata
10.21105/joss.02892,2021-01-05,1,LinRegOutliers: A Julia package for detecting outliers in linear regression
10.21105/joss.03099,2021-04-13,1,kuibit: Analyzing Einstein Toolkit simulations with Python
10.21105/joss.02814,2020-12-02,1,Thermosteam: BioSTEAM's Premier Thermodynamic Engine
10.21105/joss.00251,2017-10-28,1,Grafoscopio: A moldable tool for literate computing and reproducible research
10.21105/joss.01800,2020-01-20,1,Distant Viewing Toolkit: A Python Package for the Analysis of Visual Culture
10.21105/joss.03024,2021-02-24,1,Groupyr: Sparse Group Lasso in Python
10.21105/joss.02116,2020-05-01,1,mimosa: A Modern Graphical User Interface for 2-level Mixed Models
10.21105/joss.00792,2018-09-23,1,SeqPeelSort: a spike sorting algorithm for single sensillum recordings
10.21105/joss.02161,2020-07-09,1,graphsim: An R package for simulating gene expression data from graph structures of biological pathways
10.21105/joss.01291,2019-06-12,1,HCP: A Matlab package to create beautiful heatmaps with richly annotated covariates
10.21105/joss.01912,2020-02-19,1,ScenTrees.jl: A Julia Package for Generating Scenario Trees and Scenario Lattices for Multistage Stochastic Programming
10.21105/joss.02671,2020-12-02,1,FHI-vibes: Ab Initio Vibrational Simulations
10.21105/joss.00023,2016-05-31,1,Scowl: a Scala DSL for programming with the OWL API
10.21105/joss.00255,2017-06-18,1,xphyle: Extraordinarily simple file handling
10.21105/joss.00527,2018-02-08,1,"reper: Genome-wide identification, classification and quantification of repetitive elements without an assembled genome"
10.21105/joss.00437,2017-12-15,1,High-Dimensional Integrator
10.21105/joss.00900,2018-09-23,1,GB code: A grain boundary generation code
10.21105/joss.01193,2019-02-15,1,BoltzMM: an R package for maximum pseudolikelihood estimation of fully-visible Boltzmann machines
10.21105/joss.00531,2018-01-22,1,pyneqsys: Solve symbolically defined systems of non-linear equations numerically
10.21105/joss.00216,2018-01-19,1,Fitting a Gamma-Gompertz survival model to capture-recapture data collected on free-ranging animal populations
10.21105/joss.00418,2017-10-25,1,ENASearch: A Python library for interacting with ENA's API
10.21105/joss.01166,2019-03-14,1,MIDI.jl: Simple and intuitive handling of MIDI data.
10.21105/joss.00691,2018-05-14,1,ParticleScattering: Solving and optimizing multiple-scattering problems in Julia
10.21105/joss.00892,2018-10-18,1,YAD: A Learning-based Inductive Logic Programming Tool
10.21105/joss.00948,2018-10-16,1,PyTeNet: A concise Python implementation of quantum tensor network algorithms
10.21105/joss.01342,2019-06-13,1,corporaexplorer: An R package for dynamic exploration of text collections
10.21105/jose.00045,2019-05-17,1,Aero Python: classical aerodynamics of potential flow using Python
10.21105/joss.01480,2019-07-18,1,tcherry: Learning the structure of tcherry trees
10.21105/joss.02435,2020-10-05,1,OMG: A Scalable and Flexible Simulation and Testing Environment Toolbox for Intelligent Microgrid Control
10.21105/joss.02388,2020-08-21,1,tidyfst: Tidy Verbs for Fast Data Manipulation
10.21105/joss.02687,2021-01-19,1,SeismicMesh: Triangular meshing for seismology
10.21105/joss.02440,2021-05-04,1,starfish: scalable pipelines for image-based transcriptomics
10.21105/joss.03049,2021-03-19,1,Autosubmit GUI: A Javascript-based Graphical User Interface to Monitor Experiments Workflow Execution
10.21105/joss.01828,2020-01-09,1,fathon: A Python package for a fast computation of detrendend fluctuation analysis and related algorithms
10.21105/joss.01040,2018-11-08,1,treemaker:  A Python tool for constructing a Newick formatted tree from a set of classifications.
10.21105/joss.02381,2020-08-31,1,xrdfit: A Python package for fitting synchrotron X-ray diffraction spectra
10.21105/joss.01478,2019-07-21,1,Fireworks: Reproducible Machine Learning and Preprocessing with PyTorch
10.21105/joss.02166,2020-10-25,1,COINSTAC: Collaborative Informatics and Neuroimaging Suite Toolkit for Anonymous Computation
10.21105/joss.00408,2017-11-20,1,UKCensusAPI: python and R interfaces to the nomisweb UK census data API
10.21105/joss.02515,2020-11-17,1,NodePy: A package for the analysis of numerical ODE solvers
10.21105/joss.02584,2020-10-09,1,pirecorder: Controlled and automated image and video recording with the raspberry pi
10.21105/joss.03272,2021-06-07,1,academictwitteR: an R package to access the Twitter Academic Research Product Track v2 API endpoint
10.21105/joss.00710,2018-08-02,1,MCycle: A Python package for 1D sizing and analysis of thermodynamic power cycles
10.21105/joss.01494,2019-08-27,1,mTower: Trusted Execution Environment for MCU-based devices
10.21105/joss.01390,2019-07-25,1,AutoClassWrapper: a Python wrapper for AutoClass C classification
10.21105/joss.02094,2020-08-22,1,MTEX2Gmsh: a tool for generating 2D meshes from EBSD data
10.21105/jcon.00051,2020-08-12,1,TSML (Time Series Machine Learning)
10.21105/joss.02970,2021-04-08,1,PolSAR tools: A QGIS plugin for generating SAR descriptors
10.21105/joss.02034,2020-08-31,1,CapacityExpansion: A capacity expansion modeling framework in Julia
10.21105/joss.02075,2020-03-01,1,psi-collect: A Python module for post-storm image collection and cataloging
10.21105/joss.02448,2020-08-17,1,"Chips-n-Salsa: A Java Library of Customizable, Hybridizable, Iterative, Parallel, Stochastic, and Self-Adaptive Local Search Algorithms"
10.21105/joss.02978,2021-09-06,1,Coral: a parallel spectral solver for fluid dynamics and partial differential equations
10.21105/joss.02675,2020-10-26,1,SLIX: A Python package for fully automated evaluation of Scattered Light Imaging measurements on brain tissue
10.21105/joss.02576,2020-10-27,1,ELECTRIC: Electric fields Leveraged from multipole Expansion Calculations in Tinker Rapid Interface Code
10.21105/joss.02871,2021-04-20,1,UQit: A Python package for uncertainty quantification (UQ) in computational fluid dynamics (CFD)
10.21105/joss.01943,2020-01-17,1,Pooch: A friend to fetch your data files
10.21105/joss.00258,2017-05-30,1,Noisyopt: A Python library for optimizing noisy functions.
10.21105/joss.00119,2016-12-05,1,finreportr: Financial Data from U.S. Securities and Exchange Commission
10.21105/joss.00204,2017-03-22,1,Weave.jl: Scientific Reports Using Julia
10.21105/joss.00360,2018-02-28,1,ClimDown: Climate Downscaling in R
10.21105/joss.00248,2017-04-28,1,pyhector: A Python interface for the simple climate model Hector
10.21105/joss.00341,2017-08-30,1,Pipengine: an ultra light YAML-based pipeline execution engine
10.21105/joss.00417,2017-10-04,1,hei: Calculate Healthy Eating Index (HEI) Scores
10.21105/joss.02382,2020-11-17,1,catwoman: A transit modelling Python package for asymmetric light curves
10.21105/joss.03294,2021-06-24,1,atlite: A Lightweight Python Package for Calculating Renewable Power Potentials and Time Series
10.21105/joss.01265,2019-02-22,1,pyro: a framework for hydrodynamics explorations and prototyping
10.21105/joss.01181,2019-01-16,1,stats19: A package for working with open road crash data
10.21105/joss.00457,2017-12-06,1,A framework for generating interactive reports for cancer genome analysis
10.21105/joss.00592,2018-06-15,1,Aronnax: An idealised isopycnal ocean model
10.21105/joss.00966,2018-10-26,1,MCSD: A MATLAB Tool for Monte-Carlo Simulations of Diffusion in biological Tissues
10.21105/joss.01102,2018-11-27,1,restez: Create and Query a Local Copy of GenBank in R
10.21105/joss.01821,2019-12-02,1,"tabula: An R Package for Analysis, Seriation, and Visualization of Archaeological Count Data"
10.21105/joss.02185,2021-01-16,1,fastSF: A parallel code for computing the structure functions of turbulence
10.21105/joss.00293,2017-06-25,1,Web-based text anonymization with Node.js: Introducing NETANOS (Named entity-based Text Anonymization for Open Science)
10.21105/joss.01269,2019-03-30,1,riskclustr: Functions to Study Etiologic Heterogeneity
10.21105/joss.01098,2019-01-24,1,portalr: an R package for summarizing and using the Portal Project Data
10.21105/joss.01655,2020-05-21,1,cspy: A Python package with a collection of algorithms for the (Resource) Constrained Shortest Path problem
10.21105/joss.01880,2019-11-17,1,rnassqs: An R package to access agricultural data via the USDA National Agricultural Statistics Service (USDA-NASS) ‘Quick Stats’ API
10.21105/joss.01764,2019-10-30,1,DscoreApp: An user-friendly web application for computing the Implicit Association Test D-score
10.21105/joss.01704,2019-10-09,1,AXITOM: A Python package for reconstruction of axisymmetric tomograms acquired by a conical beam
10.21105/joss.01674,2019-09-26,1,LISC: A Python Package for Scientific Literature Collection and Analysis
10.21105/joss.01485,2019-07-25,1,OrpailleCC: a Library for Data Stream Analysis on Embedded Systems
10.21105/joss.02945,2021-07-09,1,libCEED: Fast algebra for high-order element-based discretizations
10.21105/joss.03537,2021-08-26,1,lattice-symmetries: A package for working with quantum many-body bases
10.21105/joss.02083,2020-03-31,1,RADWave: Python code for ocean surface wave analysis by satellite radar altimeter
10.21105/astro.2009.09391,2020-09-15,1,Two-component mass models of the lensing galaxy in the quadruply imaged supernova iPTF16geu
10.21105/joss.02451,2020-09-23,1,Chromatiblock: scalable whole-genome visualization of structural differences in prokaryotes
10.21105/joss.03022,2021-04-06,1,Simulating instrumental systematics of Cosmic Microwave Background experiments with s4cmb
10.21105/astro.2003.11558,2020-06-24,1,Source Distributions of Cosmic Shear Surveys in Efficiency Space
10.21105/joss.00937,2018-09-20,1,ungroup: An R package for efficient estimation of smooth distributions from coarsely binned data
10.21105/joss.03097,2021-04-05,1,epipack: An infectious disease modeling package for Python
10.21105/joss.02538,2020-10-12,1,papaya2: 2D Irreducible Minkowski Tensor computation
10.21105/joss.00512,2018-01-30,1,origami: A Generalized Framework for Cross-Validation in R
10.21105/joss.03095,2021-06-10,1,IGRINS RV: A Python Package for Precision Radial Velocities with Near-Infrared Spectra
10.21105/joss.01643,2019-09-20,1,SBMLtoODEpy: A software program for converting SBML models into ODE models in Python
10.21105/astro.2002.03890,2020-04-28,1,Discrete Chi-square Method for Detecting Many Signals
10.21105/joss.00038,2016-11-20,1,DoSOCS: A System for SPDX 2.0 Document Creation and Storage
10.21105/joss.00137,2017-01-06,1,Pyret: A Python package for analysis of neurophysiology data
10.21105/joss.00061,2017-03-20,1,walkr: MCMC Sampling from Non-Negative Convex Polytopes
10.21105/joss.00202,2017-05-01,1,learningCurve: An implementation of Crawford's and Wright's learning curve production functions
10.21105/joss.00207,2017-04-19,1,skedm: Empirical Dynamic Modeling
10.21105/joss.02342,2020-08-31,1,dfba: Software for efficient simulation of dynamic flux-balance analysis models in Python
10.21105/joss.02744,2021-03-02,1,PyGDH: Python Grid Discretization Helper
10.21105/joss.01751,2019-11-21,1,FluxCalR: a R package for calculating CO~2~ and CH~4~ fluxes from static chambers
10.21105/joss.02498,2021-02-07,1,gym-electric-motor (GEM): A Python toolbox for the simulation of electric drive systems
10.21105/joss.01083,2019-01-22,1,GFAKluge: A C++ library and command line utilities for the Graphical Fragment Assembly formats
10.21105/joss.00489,2018-02-05,1,CoreRobotics: An object-oriented C++ library with cross-language wrappers for cross-platform robot control
10.21105/joss.00016,2016-05-27,1,R3D2: Relativistic Reactive Riemann problem solver for Deflagrations and Detonations
10.21105/joss.00523,2018-02-23,1,ivporbit:An R package to estimate the instrumental variables probit model
10.21105/jose.00016,2018-07-04,1,A short course about fitting models with the scipy.optimize module
10.21105/joss.00558,2018-05-29,1,PetIBM: toolbox and applications of the immersed-boundary method on distributed-memory architectures
10.21105/joss.00741,2018-06-04,1,PyUnfold: A Python package for iterative unfolding
10.21105/joss.00815,2018-09-18,1,NeuNorm: Neutron Imaging Normalization Library
10.21105/jose.00033,2018-10-24,1,ThermoState: A state manager for thermodynamics courses
10.21105/joss.01306,2019-06-24,1,crystal-torture: A crystal tortuosity module
10.21105/joss.01349,2019-05-03,1,x11docker: Run GUI applications in Docker containers
10.21105/joss.01423,2019-05-08,1,CRED: a rapid peak caller for Chem-seq data
10.21105/joss.01322,2019-04-22,1,UTDEventData: An R package to access political event data
10.21105/joss.01488,2019-06-17,1,Delira: A High-Level Framework for Deep Learning in Medical Image Analysis
10.21105/joss.01295,2019-09-19,1,NiBetaSeries: task related correlations in fMRI
10.21105/joss.01486,2019-08-07,1,FRIDGe: Fast Reactor Input Deck Generator
10.21105/joss.01870,2019-12-16,1,mwarp1d: Manual one-dimensional data warping in Python and PyQt
10.21105/joss.01609,2020-03-09,1,infotheory: A C++/Python package for multivariate information theoretic analysis
